dir,mod,nm,prod,productId,protocol,sigid,sigwid,machine_type,os_arch,os_name,product_name,product_version,sp_major_version,trial_copy,country_name,real_region_name,Predicted_Label,Binary_Label
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt6,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,1.0,0.0,country4,region-1,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt8,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname5,qhpver0,0.0,0.0,country4,region22,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt2,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,0.0,0.0,country4,region28,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt1,HTTP,4843,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname2,qhpver0,1.0,0.0,country4,region39,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region30,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region14,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,LAPTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region14,Inlier,0
in,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt9,SMB,30735,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname7,qhpver0,1.0,0.0,country4,region-1,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,31780,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname7,qhpver0,1.0,0.0,country4,region-1,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region30,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region14,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,LAPTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region14,Inlier,0
in,blk,NTP/Reflection.UN!SP.4544,UN,qhpdt4,NTP,4544,qhcltr4,DESKTOP,64Bit,Windows Server 2016 64 bit,qhpname3,qhpver0,0.0,0.0,country-1,region-1,Inlier,0
in,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt9,SMB,30735,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname7,qhpver0,1.0,0.0,country4,region-1,Inlier,0
in,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt6,SMB,30735,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,1.0,0.0,country4,region14,Inlier,0
in,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt8,SMB,30735,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname5,qhpver0,1.0,0.0,country4,region0,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,31780,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname7,qhpver0,1.0,0.0,country4,region-1,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,31780,qhcltr4,LAPTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region39,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt2,SMB,31780,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt10,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname7,qhpver1,1.0,0.0,country4,region22,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt7,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver1,1.0,1.0,country4,region33,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region14,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,1.0,0.0,country4,region25,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,0.0,0.0,country4,region26,Inlier,0
in,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt6,SMB,30735,qhcltr4,LAPTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,0.0,0.0,country4,region42,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt6,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country4,region42,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,31780,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname7,qhpver1,1.0,0.0,country4,region22,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt10,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname7,qhpver1,1.0,0.0,country4,region22,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt10,HTTP,4843,qhcltr4,LAPTOP,64Bit,Windows 7 64 bit,qhpname7,qhpver1,1.0,1.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region14,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,1.0,0.0,country4,region25,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,0.0,0.0,country4,region26,Inlier,0
in,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt6,SMB,30735,qhcltr4,LAPTOP,64Bit,Windows 7 64 bit,qhpname6,qhpver0,1.0,0.0,country4,region42,Inlier,0
in,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt4,SMB,30735,qhcltr4,DESKTOP,64Bit,Windows Server 2008 R2 64 bit,qhpname3,qhpver0,1.0,0.0,country4,region32,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,0.0,0.0,country4,region42,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt6,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country4,region42,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,31780,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname7,qhpver1,1.0,0.0,country4,region22,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt10,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname7,qhpver1,1.0,0.0,country4,region22,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt10,HTTP,4843,qhcltr4,LAPTOP,64Bit,Windows 7 64 bit,qhpname7,qhpver1,1.0,1.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,0.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region7,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region7,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 8.1 64 bit,qhpname6,qhpver0,0.0,0.0,country4,region34,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt2,SMB,31780,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region20,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt6,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country4,region30,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt7,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver1,1.0,1.0,country4,region33,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,0.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region7,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region7,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region26,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,64Bit,Windows 8.1 64 bit,qhpname6,qhpver0,0.0,0.0,country4,region34,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt2,SMB,31780,qhcltr4,DESKTOP,64Bit,Windows 7 64 bit,qhpname4,qhpver0,1.0,0.0,country4,region20,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt6,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country4,region30,Inlier,0
in,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt7,SMB,31780,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver1,1.0,1.0,country4,region33,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt8,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname5,qhpver0,1.0,0.0,country4,region0,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country5,region23,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region28,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region28,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname4,qhpver0,1.0,0.0,country4,region7,Inlier,0
in,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt6,SMB,30735,qhcltr4,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country4,region33,Inlier,0
out,blk,HTTP/Coinminer.CNC!SP.4843,CNC,qhpdt4,HTTP,4843,qhcltr4,DESKTOP,64Bit,Windows Server 2012 R2 64 bit,qhpname3,qhpver0,0.0,0.0,country4,region-1,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country4,region21,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt8,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname5,qhpver0,1.0,0.0,country4,region0,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt8,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname5,qhpver0,1.0,0.0,country4,region0,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,1.0,0.0,country5,region23,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname6,qhpver0,0.0,0.0,country5,region23,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region28,Inlier,0
in,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,1912,qhcltr0,DESKTOP,32Bit,Windows 7,qhpname7,qhpver0,1.0,0.0,country4,region28,Inlier,0
